LWAGE	GRADE	UNION
0.03045921	10	0
0.687682152	10	0
0.675587952	10	0
0.6465372	10	0
0.9550316	10	0
1.563572645	10	0
1.301463127	10	0
1.630321145	12	1
1.934860349	12	1
1.926892161	12	1
1.620049596	12	1
2.045452	12	1
2.133686543	12	1
1.946565	12	1
2.035432339	12	1
1.978243232	14	0
1.74381	14	0
1.929395318	14	0
2.06103158	14	0
2.264565	14	0
2.152734756	14	0
2.289509773	14	0
2.313064	14	0
1.602733135	12	1
2.199401	12	1
1.608244181	12	1
1.378008723	12	0
1.854396582	12	1
1.514647365	12	0
1.661633849	12	0
2.374757528	12	1
1.740221262	13	0
1.853757858	13	0
1.925999641	13	0
2.010764	13	0
2.016823292	13	0
2.046675205	13	0
2.23849225	13	0
2.245722294	13	0
0.9163473	11	0
1.449234128	11	0
1.926892161	11	0
2.043863773	11	0
2.148636	11	0
2.171426773	11	0
2.239912748	11	0
2.282292366	11	0
1.978627801	12	1
1.934860349	12	1
1.818555236	12	1
1.943541	12	1
1.86663723	12	1
2.019397497	12	1
1.943085432	12	1
1.553184271	12	0
1.496352792	8	1
1.778060675	8	1
1.832701802	8	1
1.97295928	8	1
1.028619885	8	1
1.493841767	8	0
1.340429	8	0
1.900299668	8	0
1.790993571	12	1
1.847109556	12	1
1.680650353	12	1
1.777760386	12	1
1.789452791	12	1
1.79336071	12	1
2.192090511	12	1
1.844475389	12	1
1.69604373	12	0
1.586090565	12	0
1.56267	12	0
1.57749	12	0
1.584106326	12	0
1.391749263	12	0
1.602793336	12	0
1.614857554	12	0
1.876349	12	1
1.820502	12	1
1.872125864	12	1
2.093135	12	1
2.272153	12	1
2.152315378	12	0
2.23561	12	0
2.299584	12	0
1.646850467	10	1
1.819177389	10	1
1.627619	10	1
2.153828859	10	1
2.733778238	10	1
2.333663	10	1
1.622996	10	0
1.76034	10	0
1.641714334	12	0
1.573733449	12	1
0.9106222	12	0
1.150046	12	1
1.504465818	12	1
1.574532151	12	1
1.508764386	12	1
1.67875731	12	1
1.32016623	11	0
0.6998573	11	1
1.285038233	11	0
1.660871625	11	0
1.565942287	11	1
1.708803415	11	1
1.752889752	11	0
1.690241337	11	0
1.206918359	13	0
1.443452716	13	0
0.6258807	13	0
1.860261	13	0
2.167533398	13	0
2.27364254	13	0
2.37099576	13	0
2.333887815	13	0
1.233230829	12	0
1.315198421	12	0
1.276201725	12	1
1.55200386	12	0
1.288131118	12	0
1.276819229	12	0
1.396717668	12	0
1.768033743	12	0
1.208285332	11	0
1.255266	11	0
-0.269049555	11	0
0.7217662	11	0
0.37036	11	0
1.015656233	11	0
1.057566285	11	0
1.683456	11	1
1.638043165	7	1
1.106140614	7	1
1.593446493	7	0
1.587880254	7	0
2.001481	7	0
1.728221416	7	0
1.684623361	7	0
1.930071831	7	0
1.39191	12	0
1.820159	12	0
0.6094726	12	0
1.49206233	12	0
1.807325	12	0
1.849918365	12	0
1.986986399	12	0
3.343164444	12	0
1.358387351	10	0
1.376632452	10	0
1.547402501	10	0
1.843193173	10	1
2.128833532	10	0
2.053644	10	0
1.776621699	10	0
2.409315348	10	1
1.231923223	15	0
1.175223351	15	1
1.558331609	15	0
1.631099463	15	0
1.889625311	15	0
2.065249443	15	0
2.074398279	15	0
2.282292366	15	0
1.23807621	12	0
1.306488395	12	0
1.63289988	12	1
1.554205418	12	0
1.782629848	12	0
1.960333705	12	0
2.140911	12	0
2.217754	12	0
1.973895431	14	1
2.390996	14	1
2.356251478	14	0
2.56225	14	1
2.635774612	14	1
2.64253	14	1
2.806766272	14	1
2.812797546	14	1
0.520236433	12	0
0.057849534	12	0
1.111224771	12	0
1.182082772	12	0
1.318163276	12	0
1.341448426	12	0
2.040712	12	0
1.81537044	12	0
1.356192	10	0
1.080912709	10	0
0.616223156	10	0
0.9848826	10	0
0.7715383	10	0
1.209427714	10	0
2.044626236	10	0
1.649022222	10	0
1.45141077	12	0
1.421489835	12	0
1.565358	12	0
1.999509573	12	0
1.722743154	12	0
1.820781827	12	0
2.04285	12	0
1.93308115	12	0
1.227121	10	0
1.529395223	10	0
1.735681176	10	0
1.74143815	10	0
1.949175	10	0
2.175533772	10	0
1.976418	10	0
2.099970818	10	0
1.572112679	12	0
2.21782	12	0
0.9842217	12	0
1.302155495	12	0
1.845065355	12	0
1.910543	12	0
2.321258307	12	0
2.464614	12	0
1.93435812	15	0
2.040220737	15	0
1.978185415	15	0
2.020874262	15	0
2.168054	15	0
2.094465733	15	0
1.57894218	15	0
1.168412685	15	0
1.180120111	11	0
0.9523498	11	0
1.387909	11	0
1.468980551	11	0
1.929643154	11	0
2.044514	11	0
1.883831	11	0
2.112393379	11	0
1.337842822	16	0
2.208222389	16	0
1.997603536	16	0
2.055536509	16	0
1.873734355	16	0
2.010158777	16	0
2.032837	16	0
2.195281	16	0
2.122098446	13	0
0.6539265	13	0
1.582382202	13	0
1.335449219	13	0
1.921194	13	0
0.7652592	13	0
1.539818525	13	0
2.035432339	13	0
0.2561188	11	0
-1.259880424	11	0
1.547402501	11	1
1.591878653	11	1
1.657228589	11	1
1.583640218	11	1
1.596362472	11	0
1.524606705	11	1
1.190826297	11	0
1.572880268	11	0
2.167335	11	0
1.859255552	11	0
2.036295176	11	0
2.139956236	11	0
2.194541	11	0
2.076887608	11	0
1.601883173	14	0
1.376647115	14	0
1.348356485	14	0
1.216155529	14	0
1.253978252	14	0
1.505544186	14	0
1.527033329	14	0
1.69785583	14	0
2.130711794	13	0
2.002480507	13	0
2.160507	13	0
1.980394244	13	0
2.15900445	13	0
2.242757559	13	0
2.321258307	13	0
2.551577	13	0
1.679111242	12	1
1.534714341	12	1
1.660047	12	1
1.700092316	12	1
1.486440301	12	1
1.682080269	12	1
1.478807449	12	0
1.547057	12	1
2.165839434	12	1
2.089011	12	1
2.126562357	12	1
2.130875	12	1
2.128833532	12	1
2.094465733	12	1
2.074398279	12	1
2.035432339	12	0
0.9318463	14	1
1.958489	14	0
1.739202857	14	0
1.877426267	14	0
2.529844284	14	0
3.449363232	14	0
2.862749	14	0
3.016261578	14	0
1.710363865	12	0
1.609438	12	0
1.592523	12	0
1.591878653	12	0
1.692075253	12	1
1.871322274	12	1
1.851254702	12	1
1.952050686	12	1
2.063185215	12	1
2.040220737	12	1
2.201329	12	1
2.066336632	12	1
1.978010654	12	1
1.92459476	12	1
2.149836	12	1
1.921143174	12	0
1.671143174	11	1
1.609438	11	1
1.821839333	11	0
1.843193173	11	0
1.931698799	11	1
1.943332791	11	1
1.901922822	11	0
2.001266718	11	1
1.964307785	12	0
2.064913511	12	0
2.026975632	12	0
2.088315487	12	0
2.088011503	12	0
2.207794428	12	0
2.187727	12	0
2.148761	12	0
1.443203449	12	0
1.417166	12	0
1.652763	12	0
1.693661332	12	0
1.682546377	12	0
1.678222895	12	0
1.481682539	12	0
1.437259555	12	0
1.126323462	14	0
0.230986729	14	0
2.227126598	14	0
2.17169714	14	0
2.220440865	14	0
2.181477308	14	0
2.439041376	14	0
2.510423422	14	0
1.671143174	12	1
2.024953365	12	1
-0.487303138	12	1
1.861542225	12	1
1.944910645	12	1
1.871322274	12	1
1.942237377	12	1
2.033430338	12	1
1.118880272	12	0
1.83924	12	0
1.892763734	12	1
1.957348228	12	1
2.032702	12	1
2.188393	12	1
2.303775311	12	1
2.277212	12	1
1.766997576	12	0
1.801297188	12	0
1.925882816	12	0
2.043863773	12	0
2.129902363	12	0
2.15900445	12	0
2.223893642	12	0
2.13074255	12	1
2.01024127	12	1
2.072185755	12	1
2.261603	12	0
2.210918	12	1
2.242162228	12	1
2.080082417	12	1
2.138936758	12	0
2.160595417	12	1
0.9072418	10	0
0.07472355	10	0
0.171579465	10	0
0.9480026	10	0
1.227070808	10	0
0.435453147	10	0
0.638812	10	0
1.677556157	10	0
1.508497715	12	0
1.831605434	12	1
1.506580472	12	1
1.631655	12	1
1.545016527	12	1
1.820029	12	1
1.641958237	12	1
1.688990593	12	0
1.842216	14	0
1.736189604	14	0
2.291991711	14	0
1.838029	14	0
2.331942	14	0
2.288879395	14	0
2.510144234	14	0
2.460952	14	0
1.670646	12	0
1.939277	12	0
2.049585	12	0
2.010247231	12	0
2.091792	12	0
2.023338556	12	0
1.975597739	12	0
1.85311079	12	0
1.67441082	13	0
1.791759491	13	0
1.518797755	13	0
1.725410104	13	0
1.648644805	13	0
1.777669668	13	0
1.773293138	13	0
1.812288761	13	0
-1.103046894	13	0
1.863826275	13	0
1.744330287	13	0
2.112884283	13	0
2.081042767	13	0
2.401950598	13	0
2.493108511	13	0
2.728579521	13	0
1.680525	12	0
1.703229	12	0
1.66884923	12	1
2.018772	12	1
2.023873806	12	1
2.122081	12	1
2.014528	12	1
2.148761	12	1
1.256108522	11	0
1.716536	11	0
1.721012115	11	0
1.764630795	11	0
2.147469521	11	0
2.089441776	11	0
2.14842844	11	0
2.160469	11	0
1.948774815	12	1
2.040220737	12	1
2.066516876	12	1
2.210918	12	1
2.08404541	12	1
2.094465733	12	1
1.980400205	12	1
1.99793148	12	1
1.173124075	11	0
1.318881631	11	0
1.48038125	11	0
1.613750815	11	0
1.406840444	11	0
1.391749263	11	0
1.291639	11	0
1.332715631	11	0
1.440416217	11	0
1.413945913	11	0
1.547402501	11	0
1.76882875	11	0
1.766427875	11	0
1.871322274	11	0
1.710271597	11	0
1.61034739	11	0
2.249360323	12	1
2.359743595	12	1
2.279770374	12	1
2.320117235	12	1
2.304466	12	1
2.401950598	12	1
2.439041376	12	1
2.45414257	12	1
1.998046	12	0
1.893159628	12	0
1.852390289	12	0
1.620530486	12	0
1.996204	12	0
1.583858728	12	0
1.849038243	12	0
2.059148788	12	0
0.5945394	15	1
0.546165	15	0
0.9526954	15	0
0.771379054	15	0
2.028292179	15	0
1.965131164	15	0
1.905589	15	0
1.655942678	15	0
1.447999597	11	0
1.32802546	11	1
1.523930192	11	1
1.594960332	11	0
2.44515419	11	1
1.736064672	11	0
1.6933074	11	1
1.982937813	11	1
1.611273	7	0
1.7525388	7	0
1.671455145	7	0
1.437728	7	0
1.90569	7	0
1.42401	7	0
1.803861	7	0
1.524606705	7	0
2.007615328	12	0
2.179982662	12	0
1.978185415	12	0
1.948553681	12	0
2.088011503	12	0
2.094465733	12	0
1.991016626	12	0
2.035432339	12	0
0.8568673	9	0
1.332504153	9	0
1.305210829	9	0
1.21458447	9	0
1.247924685	9	0
1.463113666	9	1
1.340429	9	0
2.043881416	9	0
1.314949	11	1
1.194172859	11	0
0.9009272	11	0
1.254532695	11	0
1.382889152	11	0
1.6126194	11	0
1.868714	11	0
1.815251708	11	0
1.43843	9	0
1.541708469	9	0
1.41974771	9	0
1.679983377	9	0
1.388999224	9	0
1.434674263	9	0
1.557069182	9	0
1.484659195	9	0
2.204250336	13	0
2.411656	13	0
2.314657688	13	0
2.508169413	13	0
2.598837	13	0
2.700374	13	0
2.741446733	13	0
2.663440228	13	0
2.564134	12	1
2.510224342	12	1
2.593371	12	1
2.5637393	12	1
2.465305805	12	1
2.613259554	12	1
2.645498	12	1
2.282292366	12	1
1.777172446	16	0
1.89712	16	0
2.026975632	16	0
2.130875	16	0
2.045452	16	0
2.23596549	16	0
2.113619	16	0
2.148761	16	0
1.171367288	10	0
1.843052745	10	0
1.161168814	10	0
0.9177726	10	0
0.9271024	10	0
1.455806851	10	0
1.373218894	10	0
1.44844532	10	0
0.9933319	12	1
0.984668	12	1
1.242137432	12	1
1.78483355	12	1
1.833685	12	1
1.517054	12	0
1.628111124	12	1
1.426626325	12	1
1.680458307	11	1
2.290006399	11	1
2.028579473	11	1
1.758648753	11	1
2.003092527	11	1
1.474594831	11	0
2.35203	11	0
1.388474464	11	0
1.195795178	11	1
1.397355318	11	0
1.517894506	11	0
1.786034703	11	0
1.251763463	11	0
1.306227088	11	0
1.448196411	11	0
1.364976525	11	1
1.459483504	12	0
1.592908621	12	0
1.398367	12	0
1.820720315	12	0
1.682546377	12	0
1.557775736	12	0
1.340429	12	0
1.210275	12	0
2.117404461	12	1
2.267192602	12	1
1.991295	12	1
2.140562296	12	1
2.168054	12	1
1.936593652	12	1
1.60100925	12	1
1.711333513	12	1
1.854151726	6	0
1.805129647	6	0
1.872825	6	0
1.978112459	6	0
1.999408	6	1
2.188746452	6	0
2.074398279	6	0
1.504884839	6	0
1.229391217	10	0
1.418341	10	0
1.070392251	10	1
0.8207249	10	0
1.236496	10	0
1.291503787	10	0
1.360231757	10	0
1.03467083	10	0
1.802247763	12	0
1.785328627	12	0
1.815666556	12	0
1.875983	12	0
1.800329447	12	0
1.820029	12	0
1.475531578	12	0
1.800216198	12	0
2.112708807	12	1
2.229253769	12	0
1.533609152	12	0
1.638398767	12	0
1.699027658	12	0
1.617568851	12	0
1.630912304	12	0
1.704527259	12	0
1.061952591	11	0
1.016822815	11	0
1.244216204	11	0
1.169464	11	0
1.105809569	11	0
0.637577355	11	0
0.6095416	11	0
1.715748429	11	0
1.721292853	11	0
1.981609344	11	1
1.209655643	11	0
1.467286825	11	1
1.797547817	11	1
2.153104544	11	1
1.991016626	11	1
2.183852434	11	1
1.742112517	12	0
1.360412717	12	0
1.289857507	12	0
1.224947214	12	0
1.212542772	12	0
1.133723378	12	0
1.11282	12	0
1.311340809	12	0
0.4064126	12	0
0.040821996	12	0
0.9911405	12	0
0.5125538	12	0
0.7317799	12	0
1.207639694	12	0
1.340429	12	0
1.348405838	12	0
1.543309689	11	0
1.683545828	11	0
1.479456663	11	0
1.150046	11	0
1.142201304	11	0
1.708803415	11	0
1.745894194	11	0
1.706928253	11	0
2.14114666	12	1
2.064174175	12	1
1.407255888	12	0
1.486518145	12	0
1.51264739	12	0
1.61643	12	0
1.730626702	12	1
1.913385	12	1
-0.035206255	11	0
0.283524066	11	0
1.263471	11	0
1.548086762	11	0
2.068997145	11	0
1.490736723	11	0
1.775164604	11	0
1.125572443	11	0
1.810905	13	1
1.95138967	13	1
1.97731173	13	1
2.1147964	13	1
2.19704175	13	1
2.198225	13	0
1.938266158	13	0
1.960460663	13	0
1.630321145	11	0
2.089011	11	1
2.015234709	11	0
2.034294367	11	1
2.088011503	11	0
1.79721427	11	0
2.321258307	11	0
1.524606705	11	0
1.304898739	13	0
1.630491376	13	1
1.651837587	13	0
2.255269289	13	0
1.90569	13	0
1.703077316	13	0
2.028097	13	0
2.340356	13	0
1.32382679	12	0
1.450832844	12	0
1.29735148	12	0
1.393658519	12	0
1.00525856	12	0
1.491696119	12	0
1.568891764	12	0
1.599149823	12	0
0.890584	11	1
0.9270628	11	0
1.101957917	11	0
1.047879577	11	0
1.760508	11	0
1.310137868	11	0
1.667332	11	0
1.711747527	11	1
2.26701951	12	1
2.125205	12	1
2.073495626	12	1
2.043863773	12	1
2.367185	12	1
2.129067659	12	1
2.03357625	12	1
2.035432339	12	1
2.055204391	11	1
1.997861505	11	1
2.03881	11	1
2.174104	11	1
1.988279462	11	1
1.921911716	11	1
2.035287142	11	1
1.853912354	11	1
-0.696018	13	0
1.718973756	13	0
1.805757	13	0
1.236358285	13	0
1.838750482	13	0
1.615743518	13	0
1.582990766	13	0
1.948359251	13	1
1.759466529	12	0
1.423335671	12	0
1.446897507	12	0
1.547218	12	0
1.543262362	12	0
1.514210343	12	0
1.518911839	12	0
2.559309	12	1
0.636215	10	0
0.8620211	10	0
1.064159751	10	0
1.350716591	10	0
1.492267	10	0
1.53485	10	0
1.732522488	10	0
1.877293587	10	0
1.595672	12	0
1.793050647	12	0
1.815666556	12	0
2.116919756	12	0
2.38948679	12	0
2.489422	12	0
2.506180763	12	0
2.600746	12	0
0.9417034	12	0
1.243193507	12	1
1.380348444	12	1
1.140937448	12	1
1.474907	12	1
1.47827971	12	1
1.596362472	12	1
1.706928253	12	1
2.089853525	12	1
2.179982662	12	0
2.349749	12	1
2.17169714	12	1
2.281382799	12	1
2.207794428	12	1
2.256719828	12	0
2.217754	12	1
1.790406585	12	1
1.871802211	12	1
1.328814745	12	1
1.657751441	12	1
1.774945855	12	1
1.851119637	12	1
1.900045	12	1
1.952050686	12	0
1.961678267	12	1
1.654558301	12	1
1.764210224	12	1
1.700092316	12	1
1.7819134	12	1
1.752319	12	1
1.865782857	12	1
1.767781258	12	1
0.73214215	12	0
0.9762421	12	0
0.745056	12	0
1.05999434	12	0
1.578016877	12	1
1.730496764	12	0
1.723421335	12	0
1.934612632	12	1
0.9885614	11	0
1.501263738	11	0
1.801636696	11	1
1.097417	11	0
1.028619885	11	0
1.33674264	11	0
1.711492777	11	0
1.118540764	11	0
1.139698148	14	0
0.7507763	14	0
0.9806693	14	0
1.072284	14	0
0.7042202	14	0
0.6867676	14	0
1.546272516	14	0
1.524606705	14	0
1.286322355	12	0
1.648249626	12	1
2.296639204	12	0
2.285025835	12	0
2.520875692	12	0
2.513176203	12	0
2.593192	12	0
2.577756643	12	0
1.326877594	12	0
1.063067317	12	0
0.9973562	12	0
1.196187139	12	0
1.26133287	12	0
1.273485303	12	0
1.340429	12	0
1.342285156	12	0
1.695885777	14	1
1.817077279	14	1
1.929544806	14	1
1.967783213	14	1
2.259861708	14	1
2.430938	14	1
2.410870552	14	1
2.45414257	14	1
1.373080254	14	0
1.502828121	14	0
1.255562425	14	0
1.362727642	14	0
1.67536068	14	0
1.820029	14	0
1.900045	14	0
1.895961285	14	0
1.575833	12	0
1.570217252	12	0
1.52271	12	0
1.543916	12	0
1.680930734	12	0
1.765961766	12	1
1.745894194	12	1
1.760995507	12	1
1.466943383	12	1
1.434721	12	1
1.392661691	12	0
1.481744885	12	1
1.091682434	12	1
1.447707891	12	0
1.240995169	12	0
1.410911202	12	0
1.168766499	11	1
1.22502625	11	1
1.027527094	11	1
1.378008723	11	1
1.710221	11	1
1.562236309	11	1
1.57681787	11	1
1.537852	11	1
1.199538231	12	0
0.8992493	12	0
1.012073636	12	0
1.193531	12	0
1.295228124	12	0
1.439538836	12	0
0.5823878	12	0
1.326155782	12	0
1.652021766	12	1
1.596134	12	1
1.516630888	12	0
1.625448704	12	1
1.492243886	12	0
1.432757258	12	0
1.465840459	12	0
1.861079	12	1
0.8883838	9	0
1.06919837	9	0
1.380348444	9	0
1.255406499	9	0
1.394864321	9	0
1.273485303	9	0
1.102018118	9	0
1.060782	9	0
1.886376262	13	0
2.048725605	13	0
2.348602	13	0
2.400538683	13	0
2.493476629	13	0
2.515679359	13	0
2.567932367	13	0
2.545114517	13	0
1.948774815	12	0
2.201489	12	0
2.366843462	12	0
2.30971837	12	0
2.119264	12	0
2.501907587	12	0
2.321258307	12	0
2.45414257	12	0
0.5101718	11	0
1.096115351	11	0
1.243191123	11	0
1.307118654	11	0
1.492502809	11	0
1.69290483	11	0
2.027793169	11	0
2.344943285	11	0
0.874741	12	0
1.699294209	12	0
2.042724	12	0
1.970532537	12	0
2.288682222	12	0
1.989663482	12	0
1.954734325	12	0
1.859541655	12	0
2.154514	12	0
1.900459	12	0
2.017406225	12	0
1.184428334	12	0
1.390642524	12	0
2.296205521	12	0
2.321258307	12	0
2.350827456	12	0
2.05594	12	1
2.129052	12	0
2.278132439	12	1
2.053914	12	1
1.866687775	12	1
2.334869146	12	1
2.531663	12	1
2.466854334	12	1
1.82369256	11	0
1.817077279	11	0
1.580850482	11	0
1.737630248	11	0
2.073941	11	0
1.784791827	11	0
1.799961448	11	0
2.176106215	11	0
1.374714613	14	0
1.609438	14	1
1.547402501	14	1
1.591878653	14	1
1.800329447	14	0
1.820029	14	0
1.799961448	14	1
2.362335205	14	0
1.541164517	12	0
1.805605	12	0
1.975682259	12	0
1.791939	12	0
1.855316639	12	0
1.275378108	12	0
1.557581	12	0
1.13464582	12	0
2.691193	12	0
0.4462871	12	0
1.547402501	12	0
1.727121	12	1
1.073019743	12	0
1.770781	12	0
2.030622	12	0
1.907599	12	0
1.137844682	14	0
1.089581728	14	0
2.030118227	14	0
1.044562	14	1
1.129769921	14	0
1.195634365	14	0
1.574935	14	0
1.907198429	14	0
0.4112994	10	0
1.683545828	10	0
1.279445	10	0
1.598119855	10	0
1.232993364	10	1
1.472288132	10	0
1.219801	10	0
1.669188	10	0
1.630321145	14	0
1.593933702	14	0
1.656601787	14	0
1.786034703	14	0
1.603409	14	0
1.678498	14	0
1.851254702	14	0
1.529426	14	0
1.665730238	12	0
2.900422	12	0
1.764315486	12	0
1.339217782	12	0
1.533066	12	0
1.79721427	12	0
1.689168572	12	0
3.312527418	12	1
1.447999597	12	0
1.817077279	12	0
1.755041838	12	0
1.453232169	12	0
1.492420554	12	0
1.053294778	12	0
1.502709866	12	0
1.483784676	12	1
1.516207814	12	0
0.8209805	12	0
1.256050706	12	0
1.109857678	12	0
1.394864321	12	0
1.420649171	12	0
1.977486849	12	0
1.963838696	12	0
0.244026765	12	0
1.000914693	12	0
0.9820344	12	0
1.060433745	12	0
1.024893522	12	0
1.099070907	12	0
1.281428	12	0
1.121921	12	0
1.117426634	12	0
0.7532511	12	0
1.300583124	12	0
1.45369184	12	0
1.50476	12	0
1.485659838	12	0
1.601323843	12	0
1.506669	12	0
1.528042316	12	0
1.632252574	12	0
1.6356951	12	0
1.725410104	12	0
1.509296	12	0
1.490893245	12	0
1.563572645	12	0
1.524606705	12	0
1.599236369	14	0
1.323710918	14	0
1.517035	14	0
1.463785768	14	0
1.55750227	14	0
1.583134294	14	0
1.572749257	14	0
1.607494354	14	0
0.6518986	11	0
0.9135168	11	0
0.653584659	11	0
1.195536256	11	0
1.626085877	11	0
1.819571257	11	0
1.936412573	11	1
2.008278	11	1
1.119495511	11	0
1.260980844	11	0
1.193230748	11	0
1.2038728	11	0
1.399324298	11	0
1.290794	11	0
1.280709863	11	0
1.301463127	11	0
1.562143	12	0
1.468570709	12	0
1.297460794	12	0
1.296784639	12	0
1.450801492	12	0
1.522143126	12	0
1.614381	12	0
1.830967188	12	0
1.339523	12	0
1.486835599	12	0
1.520969272	12	0
1.407396555	12	0
1.324928	12	0
1.387895584	12	0
1.623736501	12	0
1.390474558	12	0
1.093605161	8	0
1.41275239	8	0
1.2354635	8	0
1.299400449	8	0
1.033850908	8	0
1.323134303	8	0
1.550149679	8	0
1.563827395	8	0
1.26407671	10	0
1.339337349	10	0
1.725269675	10	0
1.597813487	10	0
1.698050618	10	0
1.765961766	10	0
2.004764557	10	0
2.036268711	10	0
1.648328424	12	0
1.53533	12	0
1.530608892	12	0
1.830058575	12	0
2.057706	12	0
2.23596549	12	0
2.393579	12	0
2.176931858	12	0
1.288369417	10	0
1.512708306	10	0
1.26599	10	0
1.350716591	10	0
1.474907	10	0
1.482772112	10	0
1.563572645	10	0
1.628365874	10	0
1.412319	9	0
1.984131336	9	0
1.669519663	9	0
1.138881087	9	0
1.474291444	9	0
1.477152824	9	0
2.688983202	9	0
1.368433714	9	1
1.998046	14	0
1.609438	14	0
1.691572309	14	0
1.875496626	14	0
1.778123379	14	0
1.872391224	14	0
1.782618	14	0
1.822239	14	0
1.178510785	11	0
1.427116394	11	1
1.426977515	11	0
1.656075358	11	1
1.879479647	11	0
1.632911325	11	0
1.784046	11	0
1.581482291	11	1
1.845682859	12	0
1.785476685	12	0
2.006314	12	0
1.94939	12	0
2.017014	12	0
1.957905531	12	0
1.983335853	12	0
2.030978	12	0
1.429768085	14	0
1.294197917	14	0
1.585142851	14	0
1.341880083	14	1
1.256319284	14	1
1.180581808	14	0
1.165345192	14	0
1.276145339	14	1
1.676230788	14	0
1.500957251	14	0
1.690503359	14	0
1.669320583	14	0
1.682546377	14	0
1.910543	14	0
1.884245	14	0
2.189983606	14	0
1.712971449	12	0
1.810108662	12	0
1.467359781	12	1
1.740914226	12	1
1.713318	12	1
2.133686543	12	1
2.074398279	12	1
2.112393379	12	1
1.829710603	13	0
1.934860349	13	0
1.863255501	13	0
1.560058594	13	0
1.928679466	13	0
1.981323242	13	0
2.058657408	13	0
2.148761	13	0
1.204925656	11	1
1.018569589	11	0
1.314597	11	0
1.470517874	11	0
1.445478201	11	0
1.708803415	11	0
2.381883	11	0
1.589145184	11	1
1.048965335	11	1
1.278187633	11	1
1.663936377	11	0
1.637117505	11	1
1.844827175	11	1
1.920112491	11	0
2.321258307	11	0
2.074653	11	0
1.302817583	10	1
1.386294365	10	0
1.134215355	10	0
1.843193173	10	0
1.95448	10	0
1.920112491	10	0
1.923575401	10	1
1.907599	10	0
-0.8876855	9	0
1.232143641	9	0
1.349576831	9	0
1.624675632	9	0
1.6297158	9	0
2.34538269	9	0
0.9919415	9	0
1.568544388	9	0
1.268728375	12	0
1.588235736	12	0
1.363681436	12	0
1.457233548	12	0
1.379596829	12	0
1.08099556	12	0
1.379649878	12	0
1.455613852	12	0
1.129545808	11	0
0.9640814	11	0
1.258171201	11	1
1.150046	11	0
1.474907	11	0
1.514647365	11	0
1.280709863	11	0
1.213422	11	0
-1.113822	13	0
1.501592755	13	0
1.175839	13	0
1.491691	13	0
1.864868	13	0
1.764589	13	0
1.813514352	13	0
1.952050686	13	0
0.434651941	12	0
1.77032423	12	0
1.813105702	12	0
1.843193173	12	0
1.854396582	12	0
1.820029	12	0
1.638656139	12	0
1.881587	12	0
1.222404	15	0
2.322003	15	0
1.870033622	15	0
1.124415636	15	0
1.363985	15	0
1.811603	15	0
1.843591809	15	0
1.781983376	15	0
1.85679245	12	0
1.824611306	12	0
1.887069702	12	0
1.928351	12	0
2.088011503	12	0
2.053644	12	0
2.113619	12	0
2.148761	12	0
0.676384	10	0
0.5407809	10	0
0.1950097	10	0
0.382631361	10	0
1.104257345	10	0
1.066374183	10	0
1.202443361	10	0
1.0461905	10	0
0.7742705	10	0
0.289350122	10	0
0.906489	10	0
0.339115739	10	1
1.212542772	10	1
1.502414823	10	1
1.277093172	10	0
-0.191008717	10	1
1.091324568	12	0
0.9202046	12	0
1.061894655	12	0
1.21458447	12	0
1.357124	12	0
0.420655131	12	0
1.268395901	12	0
1.380505323	12	0
1.76134944	13	1
1.91238749	13	0
1.459234357	13	0
1.318136692	13	0
1.306778908	13	0
1.684736371	13	1
1.757560849	13	0
1.534378886	13	0
1.190870404	12	0
1.748939514	12	0
1.894471288	12	0
1.725410104	12	0
1.644806	12	0
1.75164175	12	0
1.773293138	12	0
1.99461031	12	0
1.328731179	9	0
1.595333338	9	0
1.762513876	9	0
1.85214	9	0
1.920578599	9	0
1.966632485	9	0
1.991016626	9	0
1.973556876	9	0
1.258757591	11	0
1.418043	11	1
1.179677725	11	1
1.720813632	11	1
1.450214386	11	1
1.44053936	11	1
1.420471787	11	1
1.706928253	11	1
1.630321145	11	1
1.641973734	11	1
1.64968133	11	1
1.712831259	11	1
1.95448	11	0
1.966632485	11	1
2.16970849	11	0
2.074653	11	1
1.228709579	5	0
1.542746544	5	0
0.820061	5	0
0.652773261	5	0
0.9152912	5	0
1.278431773	5	0
1.259203672	5	0
1.586434	5	0
2.190949678	15	1
2.020018	15	0
1.864072	15	0
1.897260308	15	0
2.001000166	15	0
2.094465733	15	0
2.15135932	15	0
2.148761	15	0
1.471381664	15	0
1.403838634	15	0
1.402902126	15	0
1.893410802	15	0
1.999635577	15	0
2.086433649	15	0
2.15135932	15	0
2.112393379	15	0
1.791285872	15	0
2.005009	15	0
2.083546	15	0
2.188842	15	0
2.226161718	15	0
2.293535233	15	0
2.281570673	15	0
2.494853735	15	0
1.401871	12	1
1.241713166	12	1
1.218898416	12	1
1.437728	12	1
1.271966219	12	1
0.8215002	12	1
1.292638421	12	1
1.253672481	12	1
2.361800432	12	1
1.969398141	12	0
2.11794734	12	1
2.088315487	12	1
2.522297	12	1
1.662939191	12	0
1.918696	12	0
1.503202796	12	1
1.342639089	12	1
1.347073674	12	0
1.467359781	12	0
1.437728	12	1
1.474907	12	1
1.44053936	12	1
1.563572645	12	1
1.649769783	12	1
1.041834235	12	1
1.683545828	12	1
1.467359781	12	1
1.517770767	12	1
