avgsen;black;born60;durat;hispan;inc86;inc86sq;narr86;nfarr86;nparr86;pcnv;pcnvsq;ptime86sq;ptime86;tottime
0;0;1;0;0;183.2;33562.24;0;0;0;0;0;0;0;0
0;0;1;0;0;53.5;2862.25;1;0;0;1;1;0;0;0
0;1;1;0;0;103;10609;0;0;0;0;0;0;0;0
0;0;1;0;0;109.7;12034.09;0;0;0;1;1;0;0;0
0;0;1;0;1;44;1936;0;0;0;0;0;0;0;0
16;1;1;1;0;0.9;0.8099999;3;2;2;0.38;0.1444;4;2;32
0;0;1;0;1;190.7;36366.49;0;0;0;1;1;0;0;0
0;1;1;0;0;37.3;1391.29;0;0;0;1;1;0;0;0
0;0;1;5;1;33;1089;0;0;0;0;0;0;0;0
0;0;1;3;0;9.2;84.64;0;0;0;0.44;0.1936;0;0;0
0;0;1;9;0;0;0;0;0;0;0.25;0.0625;0;0;0
0;0;1;0;0;271.7;73820.9;0;0;0;0;0;0;0;0
0;1;1;0;0;170.2;28968.04;0;0;0;0;0;0;0;0
40.5;0;1;3.3;0;0;0;0;0;0;0.38;0.1444;121;11;40.5
0;0;1;0;0;47.5;2256.25;0;0;0;0.5;0.25;0;0;0
0;1;1;0;0;58.9;3469.21;0;0;0;0.5;0.25;0;0;0
0;0;1;0;1;155.8;24273.64;0;0;0;1;1;0;0;0
18.9;0;0;0;1;5.1;26.01;1;0;0;0.5;0.25;0;0;18.9
0;0;1;15;0;0.3;0.09;0;0;0;0.5;0.25;0;0;0
0;1;1;23;0;0;0;1;1;0;0.38;0.1444;0;0;0
0;0;1;0;0;29.3;8.584.899;0;0;0;0;0;0;0;0
0;0;1;2;0;22.7;515.29;0;0;0;0;0;0;0;0
0;0;1;0;0;200.4;40160.16;0;0;0;0;0;0;0;0
0;0;1;1;0;74.4;5535.36;0;0;0;0.6;0.36;0;0;0
12.1;1;0;0;0;2.1;4.409.999;2;0;0;0;0;0;0;24.2
4;1;0;4.7;0;0;0;0;0;0;0.31;0.0961;0;0;4
0;0;1;0;0;73.1;5343.61;0;0;0;0.33;0.1089;0;0;0
0;0;1;2;0;30;900;0;0;0;1;1;0;0;0
0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;46.2;2134.44;1;0;0;1;1;0;0;0
0;0;1;1;1;14.7;216.09;2;1;2;0.2;0.04;0;0;0
0;0;1;0;0;67.3;4.529.291;0;0;0;0.33;0.1089;0;0;0
3.5;0;1;5;0;0;0;0;0;0;0.4;0.16;0;0;7
0;0;1;9;0;3.3;10.89;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;231;53361;0;0;0;1;1;0;0;0
0;0;0;1;0;13.9;193.21;0;0;0;0;0;0;0;0
0;0;1;1;0;30.2;912.04;0;0;0;0.67;0.4489;0;0;0
0;0;1;0;1;145.1;21054.01;1;1;0;0.33;0.1089;0;0;0
0;0;1;0;1;259.3;67236.48;0;0;0;0;0;0;0;0
0;0;1;0;0;93;8649;0;0;0;0;0;0;0;0
0;0;1;0;0;34.8;1211.04;0;0;0;0.5;0.25;0;0;0
12.5;0;1;0;1;0;0;0;0;0;0.64;0.4096;144;12;12.5
0;0;1;0;1;179;32041;0;0;0;0;0;0;0;0
47.1;1;1;0;0;0;0;0;0;0;0.33;0.1089;144;12;47.1
0;0;1;15;0;57.2;3271.84;0;0;0;1;1;0;0;0
0;0;1;0;0;51.8;2683.24;0;0;0;1;1;0;0;0
0;0;1;2;0;27.1;734.41;0;0;0;0.75;0.5625;0;0;0
0;0;1;4;0;0;0;1;0;1;0;0;0;0;0
0;0;0;0;1;72.2;5.212.839;0;0;0;0.25;0.0625;0;0;0
0;1;1;0;0;107.8;11620.84;0;0;0;0.67;0.4489;0;0;0
0;0;1;1;1;37.5;1406.25;0;0;0;1;1;0;0;0
0;0;1;2;0;0;0;0;0;0;0.33;0.1089;0;0;0
0;0;1;0;0;10.8;116.64;0;0;0;0;0;0;0;0
0;0;1;0;0;197.5;39006.25;0;0;0;0;0;0;0;0
0;0;1;0;1;170.7;29138.49;1;1;0;0.2;0.04;0;0;0
0;1;1;5;0;0;0;0;0;0;0.25;0.0625;0;0;0
0;0;0;0;0;12.7;161.29;0;0;0;1;1;0;0;0
0;0;0;25;1;0;0;0;0;0;0.4;0.16;0;0;0
0;0;1;0;0;232.3;53963.29;0;0;0;1;1;0;0;0
0;0;1;7;0;0;0;1;1;0;0.57;0.3249;0;0;0
0;0;1;1;0;42;1764;0;0;0;1;1;0;0;0
0;0;1;7;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;132.9;17662.41;0;0;0;1;1;0;0;0
0;1;1;0;0;114.6;13133.16;0;0;0;0;0;0;0;0
0;0;0;21;0;0;0;0;0;0;0.67;0.4489;0;0;0
8.3;0;0;0;0;5.5;30.25;1;0;0;0.6;0.36;0;0;8.3
0;0;0;0;0;97.2;9447.84;0;0;0;0.5;0.25;0;0;0
0;0;1;0;1;33.9;1149.21;0;0;0;1;1;0;0;0
0;0;1;0;0;115.6;13363.36;0;0;0;1;1;0;0;0
0;1;1;17;0;0;0;0;0;0;0.14;0.0196;0;0;0
0;0;1;0;0;169;28561;0;0;0;1;1;0;0;0
0;0;1;4;0;0.9;0.8099999;0;0;0;0.5;0.25;0;0;0
0;0;1;5;1;3.7;13.69;0;0;0;0.5;0.25;0;0;0
0;0;1;1;0;0;0;1;1;0;0.2;0.04;0;0;0
0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
0;0;1;2;1;0;0;0;0;0;0.43;0.1849;0;0;0
5.6;1;1;0;0;11.9;141.61;1;0;0;0.3;0.09;36;6;11.2
0;0;1;0;0;149.9;22470.01;0;0;0;0;0;0;0;0
0;0;1;0;0;7.3;53.29;0;0;0;0;0;0;0;0
0;0;1;0;0;93.6;8760.96;0;0;0;1;1;0;0;0
0;0;1;3;0;33.6;1128.96;0;0;0;0.67;0.4489;0;0;0
0;0;1;1;0;65.6;4303.36;0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;1;1;0;0.5;0.25;0;0;0
0;0;1;0;1;88.5;7832.25;0;0;0;0.67;0.4489;0;0;0
7.1;0;0;9;0;0;0;0;0;0;0.67;0.4489;0;0;7.1
0;0;1;0;0;43.5;1892.25;0;0;0;1;1;0;0;0
0;0;1;0;0;27;729;0;0;0;0;0;0;0;0
0;0;1;1;0;8.8;77.44;2;0;2;1;1;0;0;0
0;0;1;5;1;0;0;1;1;1;0.29;0.0841;0;0;0
0;0;1;5;0;90.5;8190.25;0;0;0;1;1;0;0;0
0;0;1;0;0;40.7;1656.49;0;0;0;1;1;0;0;0
0;0;1;0;0;43;1849;1;0;1;0.5;0.25;0;0;0
0;0;1;1;0;7.7;59.29;0;0;0;0;0;0;0;0
0;0;1;0;0;7.1;50.41;0;0;0;0.4;0.16;0;0;0
0;1;0;6;0;0;0;2;1;2;0.2;0.04;0;0;0
0;1;0;7;0;0;0;0;0;0;0.4;0.16;0;0;0
0;1;1;0;0;111.8;12499.24;0;0;0;0;0;0;0;0
0;0;1;25;0;1.5;2.25;0;0;0;1;1;0;0;0
0;0;1;0;1;227.5;51756.25;0;0;0;0;0;0;0;0
0;0;1;0;0;90.5;8190.25;1;1;0;0;0;0;0;0
0;1;1;0;0;4.3;18.49;0;0;0;0;0;0;0;0
0;0;1;0;1;108.6;11793.96;0;0;0;0;0;0;0;0
0;0;1;3;1;0;0;0;0;0;0;0;0;0;0
0;0;1;6;0;7.2;51.84;1;1;0;0.33;0.1089;0;0;0
0;0;1;0;0;35.1;1232.01;0;0;0;1;1;0;0;0
0;0;1;0;0;25.1;630.01;0;0;0;0;0;0;0;0
0;0;1;0;0;0.1;0.01;0;0;0;0.42;0.1764;0;0;0
0;0;0;7;0;19.1;364.81;0;0;0;0.25;0.0625;0;0;0
9.9;1;0;0;0;70.2;4928.04;0;0;0;0.33;0.1089;0;0;9.9
39;0;0;2;0;6.5;42.25;1;0;0;0;0;0;0;39
0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
0;0;1;7;0;53.8;2894.44;0;0;0;0;0;0;0;0
0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
0;1;0;9;0;0;0;0;0;0;0.5;0.25;0;0;0
9.7;0;0;0;0;0;0;0;0;0;0.57;0.3249;144;12;29.1
0;0;1;5;0;1.3;1.69;0;0;0;0.33;0.1089;0;0;0
0;0;1;0;0;136.7;18686.89;0;0;0;1;1;0;0;0
0;0;1;0;0;140.5;19740.25;0;0;0;0.5;0.25;0;0;0
0;0;1;0;1;162.9;26536.41;1;1;0;0.67;0.4489;0;0;0
0;0;1;2;0;2.9;8.410.001;2;1;0;0;0;0;0;0
0;0;1;1;0;2.5;6.25;0;0;0;0.25;0.0625;0;0;0
0;1;1;5;0;0;0;3;2;0;0.42;0.1764;0;0;0
0;1;0;0;0;48.6;2361.96;0;0;0;0.64;0.4096;0;0;0
0;0;1;9;0;0;0;1;1;0;0.56;0.3136;0;0;0
0;0;1;0;0;32.2;1036.84;0;0;0;0.5;0.25;0;0;0
0;0;1;2;1;0;0;0;0;0;1;1;0;0;0
0;0;1;0;1;21;441;0;0;0;0.43;0.1849;0;0;0
0;0;1;0;0;21.1;445.21;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;4.6;21.16;0;0;0;0.33;0.1089;0;0;0
0;1;1;0;0;54.8;3003.04;1;1;1;0;0;0;0;0
0;0;0;0;0;27.3;745.29;1;1;0;0.75;0.5625;0;0;0
0;1;0;7;0;0;0;1;1;0;0;0;0;0;0
11.9;0;0;9;0;0;0;1;1;0;0.2;0.04;0;0;11.9
0;1;0;1;0;5.6;31.36;0;0;0;0.67;0.4489;0;0;0
0;0;1;0;0;54.7;2992.09;0;0;0;0;0;0;0;0
0;1;1;2;0;0;0;0;0;0;1;1;0;0;0
0;0;1;0;0;147.2;21667.84;0;0;0;1;1;0;0;0
0;0;0;7;1;1.8;3.24;1;0;0;0.5;0.25;0;0;0
0;0;0;0;0;101.6;10322.56;1;0;0;1;1;0;0;0
0;0;1;9;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;1;44.2;1953.64;0;0;0;0;0;0;0;0
0;0;1;2;1;0;0;2;1;1;0.63;0.3969;0;0;0
0;0;0;0;1;6.8;46.24;1;1;0;1;1;0;0;0
0;0;1;0;0;107.7;11599.29;0;0;0;1;1;0;0;0
0;0;1;6;0;0;0;0;0;0;1;1;0;0;0
0;0;1;0;0;156.5;24492.25;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;63.9;4083.21;0;0;0;0;0;0;0;0
0;0;1;0;0;93.7;8.779.689;0;0;0;1;1;0;0;0
0;1;1;1;0;0;0;1;0;0;0.4;0.16;0;0;0
0;0;0;0;1;11.9;141.61;1;1;1;0.5;0.25;0;0;0
4.3;0;0;5;0;0;0;0;0;0;0.33;0.1089;0;0;12.9
0;0;0;5;0;0;0;0;0;0;0.2;0.04;0;0;0
0;0;0;0;0;143.6;20620.96;0;0;0;1;1;0;0;0
13.3;0;0;19.4;0;0;0;1;1;0;0.25;0.0625;1;1;13.3
0;0;1;17;1;0;0;1;1;0;1;1;0;0;0
0;0;0;0;0;238.1;56691.61;0;0;0;1;1;0;0;0
0;1;0;0;0;10.1;102.01;0;0;0;0.33;0.1089;0;0;0
0;1;0;4;0;4.1;16.81;1;1;1;0.33;0.1089;0;0;0
0;0;0;1;0;18.7;349.69;1;0;0;0;0;0;0;0
0;1;1;0;0;215.2;46311.04;2;1;0;0;0;0;0;0
0;0;0;2;0;0;0;2;2;1;0.17;0.0289;0;0;0
0;0;0;1;1;0.7;0.49;1;1;0;0.67;0.4489;0;0;0
0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;99.7;9940.09;0;0;0;1;1;0;0;0
0;0;0;2;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;76.6;5867.56;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;87.4;7638.76;0;0;0;1;1;0;0;0
0;0;0;18;0;0;0;0;0;0;0.29;0.0841;0;0;0
0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
0;0;1;2;0;15.5;240.25;0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;0;0;0;0.25;0.0625;0;0;0
0;0;0;9;0;0;0;1;1;1;0.14;0.0196;0;0;0
0;0;1;0;0;157.2;24711.84;0;0;0;1;1;0;0;0
0;0;0;0;0;106.4;11320.96;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;46.2;2134.44;0;0;0;0;0;0;0;0
0;0;1;0;0;60.9;3708.81;0;0;0;0;0;0;0;0
0;0;0;0;0;152.9;23378.41;0;0;0;0;0;0;0;0
0;0;1;0;0;34;1156;1;1;1;0;0;0;0;0
0;0;0;0;1;66.7;4448.89;0;0;0;0.5;0.25;0;0;0
0;0;0;0;1;63.4;4019.56;1;0;0;0.6;0.36;0;0;0
0;0;1;6;0;37.3;1391.29;0;0;0;0;0;0;0;0
0;0;0;2;0;25.9;670.81;2;1;0;0.8;0.64;0;0;0
5.5;1;0;0;0;124.8;15575.04;0;0;0;0.63;0.3969;0;0;5.5
0;0;0;0;0;81.3;6609.69;0;0;0;0;0;0;0;0
0;0;0;0;0;23.5;552.25;0;0;0;1;1;0;0;0
0;0;0;0;0;33;1089;0;0;0;0;0;0;0;0
0;0;1;0;0;114.6;13133.16;0;0;0;1;1;0;0;0
0;0;0;14;1;0;0;1;1;1;0.25;0.0625;0;0;0
0;0;0;0;0;29.3;8.584.899;1;1;0;0;0;0;0;0
0;0;1;0;1;23.7;5.616.901;0;0;0;0;0;0;0;0
0;0;0;1;1;3.3;10.89;0;0;0;0.5;0.25;0;0;0
0;0;0;2;0;1.5;2.25;0;0;0;1;1;0;0;0
0;1;0;0;0;39.6;1568.16;0;0;0;0;0;0;0;0
0;0;1;0;1;44.3;1962.49;0;0;0;0.4;0.16;0;0;0
0;0;1;0;0;49.1;2410.81;0;0;0;0;0;0;0;0
0;0;0;0;1;159.5;25440.25;0;0;0;0;0;0;0;0
0;0;0;0;0;52.7;2777.29;0;0;0;0.67;0.4489;0;0;0
0;1;0;8;0;0;0;0;0;0;0.25;0.0625;0;0;0
0;0;0;1;0;90;8100;0;0;0;0.5;0.25;0;0;0
0;1;0;0;0;12.1;146.41;1;1;0;1;1;0;0;0
0;0;0;13;0;15.9;252.81;2;2;2;0.29;0.0841;4;2;0
0;0;0;0;0;47.8;2284.84;0;0;0;1;1;0;0;0
0;0;1;24;0;7.9;62.41;0;0;0;0;0;0;0;0
0;0;0;0;0;1;1;0;0;0;0.4;0.16;0;0;0
0;0;1;0;0;229.8;52808.04;0;0;0;1;1;0;0;0
0;0;0;0;0;20.3;412.09;0;0;0;1;1;0;0;0
0;1;0;1;0;0;0;5;2;1;0;0;0;0;0
0;0;0;0;1;25.6;655.36;3;1;3;0.38;0.1444;0;0;0
0;0;0;11;0;0;0;0;0;0;1;1;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;1;0;12;0;0;0;2;2;1;0.42;0.1764;4;2;0
0;0;1;0;1;119.5;14280.25;0;0;0;0.5;0.25;0;0;0
0;0;1;13;1;1.6;2.56;0;0;0;0.29;0.0841;0;0;0
0;0;1;5;1;0;0;0;0;0;0.17;0.0289;0;0;0
0;0;1;2;0;0;0;0;0;0;1;1;0;0;0
0;0;1;7;0;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;180.1;32436.01;0;0;0;0;0;0;0;0
0;0;0;0;0;37.4;1398.76;0;0;0;0;0;0;0;0
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;102.5;10506.25;0;0;0;0;0;0;0;0
0;0;0;0;1;13.1;171.61;2;2;0;0.36;0.1296;0;0;0
0;0;1;0;1;87;7569;0;0;0;0;0;0;0;0
0;0;1;0;0;65.8;4.329.641;0;0;0;0.67;0.4489;0;0;0
0;0;1;24;0;98.2;9.643.239;0;0;0;0;0;0;0;0
0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
20.6;0;0;3;1;0;0;4;2;0;0.25;0.0625;4;2;41.2
0;1;1;5;0;6.9;47.61;0;0;0;0.38;0.1444;0;0;0
0;0;0;0;1;144.5;20880.25;0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;1;1;7;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;1;0;1;7.9;62.41;1;1;0;0;0;0;0;0
0;0;0;0;0;159.4;25408.36;0;0;0;1;1;0;0;0
0;1;0;0;0;14.3;204.49;0;0;0;0;0;0;0;0
0;0;1;0;0;1.6;2.56;0;0;0;0.5;0.25;0;0;0
0;0;1;4;0;0;0;1;0;1;0.56;0.3136;0;0;0
0;0;1;0;1;145.7;21228.49;0;0;0;0.5;0.25;0;0;0
0;1;1;0;0;29;841;0;0;0;0;0;0;0;0
0;0;0;0;0;114.6;13133.16;0;0;0;0.25;0.0625;0;0;0
0;0;1;0;0;126.3;15951.69;0;0;0;0;0;0;0;0
0;0;0;0;0;118.1;13947.61;0;0;0;0.5;0.25;0;0;0
0;0;0;3;0;51.3;2631.69;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0.5;0.25;144;12;0
0;0;1;0;0;113;12769;0;0;0;0;0;0;0;0
0;0;0;6;0;0;0;0;0;0;0.5;0.25;0;0;0
17;0;0;0;1;60.1;3612.01;0;0;0;1;1;0;0;17
7.1;1;0;0;0;15;225;3;3;2;0.63;0.3969;16;4;14.2
0;0;1;0;0;27.6;761.76;0;0;0;1;1;0;0;0
0;0;0;1;0;17.4;302.76;0;0;0;0;0;0;0;0
0;0;1;0;0;214.3;45924.49;0;0;0;0;0;0;0;0
8.1;0;0;8;0;22.7;515.29;0;0;0;0.4;0.16;0;0;8.1
4.9;0;0;6;0;0;0;0;0;0;0.5;0.25;144;12;14.7
0;0;1;0;0;280.1;78456.02;0;0;0;0.5;0.25;0;0;0
0;0;0;7;0;8.9;7.920.999;1;1;0;0.75;0.5625;0;0;0
0;0;1;0;1;541;292681;0;0;0;0;0;0;0;0
0;0;0;0;0;152;23104;0;0;0;1;1;0;0;0
0;0;1;1;0;63.1;3981.61;0;0;0;0.67;0.4489;0;0;0
0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;13;0;0;0;1;1;0;0;0;0;0;0
0.9;0;1;0;0;61;3721;0;0;0;0.43;0.1849;0;0;0.9
0;0;0;0;0;91.5;8372.25;0;0;0;0.29;0.0841;0;0;0
9;1;0;0;0;45.7;2088.49;0;0;0;0.5;0.25;0;0;18
0;0;0;0;0;106.5;11342.25;0;0;0;0;0;0;0;0
0;0;0;2;0;5.3;28.09;12;6;8;0.29;0.0841;0;0;0
0;0;1;2;1;73.7;5.431.689;0;0;0;0;0;0;0;0
0;0;0;4;0;11.5;132.25;1;0;0;1;1;0;0;0
1.1;0;0;1;0;0;0;3;3;2;0.36;0.1296;0;0;1.1
0;0;0;0;0;82.1;6740.41;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;275.8;76065.63;0;0;0;0.5;0.25;0;0;0
0;1;0;12;0;0;0;2;2;2;0.4;0.16;0;0;0
0;1;0;7;0;10.4;108.16;0;0;0;0.33;0.1089;0;0;0
0;0;0;1;1;6.1;37.21;1;1;1;1;1;0;0;0
0;1;0;3;0;0;0;2;1;0;0;0;0;0;0
0;0;0;2;0;2.1;4.409.999;0;0;0;0;0;0;0;0
0;0;0;0;0;38.4;1474.56;0;0;0;1;1;0;0;0
0;0;0;1;1;0;0;1;1;1;0.67;0.4489;0;0;0
11.6;0;0;5;1;16.3;265.69;1;1;1;0.36;0.1296;0;0;11.6
0;0;1;1;1;105.7;11172.49;0;0;0;1;1;0;0;0
0;0;0;0;1;45.7;2088.49;0;0;0;0;0;0;0;0
0;0;1;2;0;0;0;1;1;1;0.38;0.1444;0;0;0
0;0;0;2;1;0.8;0.64;0;0;0;0;0;0;0;0
0;0;0;2;1;7.8;60.84;0;0;0;0;0;0;0;0
0;0;0;1;0;5.9;34.81;0;0;0;0.33;0.1089;0;0;0
0;0;1;1;0;103.6;10732.96;0;0;0;1;1;0;0;0
0;0;0;0;0;30.4;924.16;1;1;1;0.17;0.0289;0;0;0
2.6;1;0;6.7;0;0;0;2;2;0;0.6;0.36;0;0;2.6
0;1;0;0;0;5.4;29.16;0;0;0;0.67;0.4489;0;0;0
0;0;1;0;1;275.6;75955.37;0;0;0;0;0;0;0;0
0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8;1;0;0;0;0;0;0.53;0.2809;0;0;0
0;0;1;0;0;83.1;6905.61;0;0;0;0;0;0;0;0
0;0;1;0;0;149;22201;0;0;0;0;0;0;0;0
0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
0;0;0;6;1;2.2;4.84;0;0;0;0.67;0.4489;0;0;0
0;0;0;1;0;50.3;2530.09;0;0;0;0.67;0.4489;0;0;0
0;1;1;0;0;169.8;28832.04;0;0;0;1;1;0;0;0
0;0;0;0;0;35.9;1288.81;0;0;0;0;0;0;0;0
0;0;0;0;1;120.7;14568.49;0;0;0;1;1;0;0;0
0;0;0;4;0;43.4;1883.56;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;72.2;5.212.839;0;0;0;0.25;0.0625;0;0;0
0;0;0;1;1;36.1;1303.21;0;0;0;1;1;0;0;0
0;0;0;1;0;39;1521;0;0;0;0;0;0;0;0
0;1;0;1;0;0.8;0.64;1;1;0;0.29;0.0841;0;0;0
0;0;1;0;0;72.1;5198.41;1;0;0;0.33;0.1089;0;0;0
0;0;0;3;0;58.2;3387.24;0;0;0;0.33;0.1089;0;0;0
0;1;0;0;0;160.3;25696.09;0;0;0;0;0;0;0;0
0;0;0;5;0;0;0;1;1;1;0.33;0.1089;25;5;0
0;0;0;1;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;114;12996;0;0;0;0;0;0;0;0
0;0;0;22;1;58.5;3422.25;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;45.4;2061.16;1;1;1;0.5;0.25;0;0;0
0;1;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;37.4;1398.76;0;0;0;0.5;0.25;0;0;0
0;0;0;0;1;125.7;15800.49;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;17.9;320.41;0;0;0;0.33;0.1089;0;0;0
0;0;0;5;0;0;0;0;0;0;0.56;0.3136;0;0;0
0;0;0;0;1;54.5;2970.25;0;0;0;0.14;0.0196;0;0;0
0;0;1;22;0;0;0;1;1;1;0.67;0.4489;0;0;0
11.1;0;0;2;0;0.4;0.16;0;0;0;0;0;0;0;11.1
0;1;1;1;0;15.5;240.25;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;189.3;35834.49;0;0;0;1;1;0;0;0
0;0;0;0;0;3.1;9.61;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;1;0.2;0.04;2;1;0;0.4;0.16;49;7;0
0;0;0;3;1;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;29.1;846.81;2;0;0;0.27;0.0729;0;0;0
0;1;0;0;0;2.2;4.84;9;6;8;0.5;0.25;0;0;0
0;0;0;0;0;219.4;48136.36;0;0;0;0;0;0;0;0
0;0;0;0;1;112.8;12723.84;0;0;0;0;0;0;0;0
0;0;1;0;0;172.2;29652.84;0;0;0;0;0;0;0;0
0;0;1;0;0;119.3;14232.49;1;1;1;1;1;0;0;0
0;0;0;0;0;13.1;171.61;0;0;0;1;1;0;0;0
11.6;1;0;2;0;0;0;0;0;0;0.5;0.25;0;0;23.2
0;0;1;0;0;48.5;2352.25;1;1;1;1;1;0;0;0
0;0;0;0;0;37.4;1398.76;0;0;0;0;0;0;0;0
0;0;1;0;0;9.2;84.64;0;0;0;0.67;0.4489;0;0;0
0;0;1;0;1;24.7;610.09;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;109.9;12078.01;0;0;0;1;1;0;0;0
0;1;1;1;0;0;0;5;3;4;0.45;0.2025;1;1;0
0;0;0;0;1;110.5;12210.25;3;0;1;0.4;0.16;0;0;0
0;0;0;0;0;29.1;846.81;0;0;0;0;0;0;0;0
0;0;0;1;1;2.7;7.29;1;1;1;0.5;0.25;0;0;0
0;0;1;0;0;412.9;170486.4;0;0;0;1;1;0;0;0
0;0;1;0;0;53.5;2862.25;0;0;0;0;0;0;0;0
0;0;1;0;0;156.5;24492.25;0;0;0;0;0;0;0;0
0;1;0;1;0;29.7;882.09;2;1;1;0.5;0.25;0;0;0
0;0;1;8;1;0;0;1;0;0;0.5;0.25;4;2;0
0;0;1;8;0;0;0;0;0;0;1;1;0;0;0
0;0;1;0;0;119.1;14184.81;0;0;0;0;0;0;0;0
0;0;1;0;0;2.9;8.410.001;1;0;1;0.5;0.25;0;0;0
0;0;0;2;0;0;0;0;0;0;0.38;0.1444;0;0;0
0;0;1;7;0;0;0;0;0;0;0;0;0;0;0
23.5;0;0;4.7;0;11.2;125.44;1;1;1;0.67;0.4489;0;0;23.5
6.1;0;0;3;0;0;0;0;0;0;0.43;0.1849;0;0;12.2
0;0;1;2;1;0;0;1;1;0;0.4;0.16;0;0;0
0;0;0;2;1;0;0;1;1;0;0.4;0.16;0;0;0
0;0;0;11;1;1;1;1;1;0;1;1;0;0;0
0;0;0;0;1;22.6;510.76;0;0;0;0.4;0.16;0;0;0
0;0;1;0;0;135.7;18414.49;0;0;0;0.5;0.25;0;0;0
0;0;1;0;1;54.7;2992.09;1;0;0;1;1;0;0;0
0;0;0;1;0;21.2;449.44;0;0;0;0.57;0.3249;0;0;0
0;0;0;15;1;64.1;4108.81;0;0;0;0;0;0;0;0
0;0;1;0;0;2.6;6.759.999;2;2;1;0.29;0.0841;0;0;0
12.2;0;0;0;0;81.7;6674.89;0;0;0;0.33;0.1089;0;0;12.2
0;0;1;0;1;29.3;8.584.899;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;70.5;4970.25;0;0;0;0;0;0;0;0
0;0;0;0;1;192.4;37017.76;0;0;0;0.33;0.1089;0;0;0
0;1;0;1;0;22;484;0;0;0;0;0;0;0;0
0;0;1;0;0;105.8;11193.64;0;0;0;0.5;0.25;0;0;0
0;0;1;1;1;37;1369;0;0;0;0.67;0.4489;0;0;0
7.2;0;0;4.5;0;0;0;0;0;0;0.32;0.1024;16;4;7.2
8.6;1;0;1;0;10.8;116.64;1;0;0;0.67;0.4489;9;3;8.6
30.4;1;0;9.4;0;0;0;0;0;0;0;0;0;0;30.4
0;0;0;3;1;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;2;0;9.9;9.800.999;0;0;0;1;1;0;0;0
0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
0;0;0;0;1;124.5;15500.25;1;1;0;0;0;0;0;0
0;0;0;0;1;139.9;19572.01;0;0;0;1;1;0;0;0
0;1;0;0;0;3.7;13.69;0;0;0;0.29;0.0841;0;0;0
0;0;0;9;0;0;0;1;1;1;0.4;0.16;9;3;0
0;0;0;0;1;0;0;0;0;0;0.23;0.0529;144;12;0
0;0;1;0;0;119.3;14232.49;0;0;0;0.5;0.25;0;0;0
0;1;1;0;0;8.9;7.920.999;1;1;0;0.6;0.36;36;6;0
0;0;0;2;0;95.5;9120.25;0;0;0;0;0;0;0;0
0;0;0;0;1;55.8;3113.64;0;0;0;1;1;0;0;0
0;0;1;0;0;17.6;309.76;0;0;0;0;0;0;0;0
0;1;1;14;0;15;225;0;0;0;1;1;0;0;0
0;0;0;0;0;35.6;1267.36;0;0;0;0.5;0.25;0;0;0
0;0;1;4;1;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;6;0;1.1;1.21;2;1;0;0.29;0.0841;0;0;0
