ID	AGE	CITY	EDUC	EXPER	EXPERSQ	FAMINC	FATHEDUC	HOURS	HUSAGE	HUSEDUC	HUSHRS	INLF	HUSWAGE	WAGE	UNEM	NWIFEINC	MTR	MOTHEDUC	LWAGE	KIDSLT6	KIDSGE6	REPWAGE
211	50	1	12	24	576	12800	0	1785	48	10	175	1	9.1429	3.4174	14	6.699941	0.7515	0	1.22888	0	0	5.75
212	52	0	12	6	36	7850	7	480	53	12	1798	1	2.6418	3.3333	14	6.250016	0.7515	7	1.203963	0	0	0
213	41	1	12	9	81	18600	12	772	45	12	1222	1	7.365	3.886	7.5	15.60001	0.7215	12	1.35738	0	2	7.5
214	59	0	10	14	196	5380	7	900	59	7	1820	1	1.4066	2.3111	5	3.30001	0.7715	12	0.8377236	0	0	2.22
215	52	0	12	26	676	6114	7	1428	60	8	1560	1	1.5192	1.7108	14	3.670978	0.7715	10	0.5369611	0	0	2.5
216	46	0	16	7	49	8234	12	210	49	12	2210	1	3.3439	2.1143	14	7.789997	0.7515	12	0.7487238	0	0	4
217	41	1	12	4	16	20646	7	239	48	16	2874	1	2.9106	9.9331	11	18.27199	0.7215	3	2.295873	1	5	4.5
218	33	0	11	15	225	16640	7	1878	35	8	2499	1	4.3834	3.0277	9.5	10.95398	0.7215	7	1.107803	0	2	3.5
219	45	1	12	23	529	13900	12	215	38	12	3088	1	4.2098	1.8605	5	13.49999	0.7215	12	0.6208453	0	0	2.3
220	36	0	10	1	1	11500	7	2340	37	8	2020	1	3.7129	0.1282	7.5	11.20001	0.7815	10	-2.054164	1	2	0
221	48	1	12	29	841	34000	7	1960	56	10	1980	1	10.606	6.6327	14	20.99991	0.5515	7	1.892012	0	1	6.3
222	47	1	12	9	81	28700	3	532	47	11	1968	1	8.6382	5.6391	11	25.7	0.6615	7	1.729725	0	1	3.6
223	45	0	12	6	36	9563	7	394	45	12	2100	1	3.8367	1.599	7.5	8.932994	0.7515	7	0.4693784	0	0	2.5
224	37	0	12	11	121	20960	7	675	48	17	2651	1	7.1671	2.6667	7.5	19.15998	0.6915	7	0.9808417	0	2	3
225	46	1	16	17	289	38590	10	1515	49	14	1918	1	8.8634	7.9208	14	26.58999	0.6215	12	2.069492	0	4	6.8
226	43	1	17	6	36	27900	12	1030	46	16	2585	1	7.7369	5.3398	5	22.40001	0.6615	12	1.675188	0	3	5.8
227	42	1	12	7	49	25633	7	1250	46	17	2250	1	9.1702	4	7.5	20.633	0.6215	7	1.386294	0	2	4
228	34	1	17	2	4	35200	12	1158	39	17	2480	1	11.29	6.0449	7.5	28.20001	0.5515	12	1.799215	1	2	5.1
229	52	1	12	24	576	29500	7	112	53	12	2924	1	6.3269	6.25	7.5	28.8	0.5815	7	1.832582	0	0	0
230	37	0	12	4	16	10000	7	336	52	9	1896	1	4.7468	2.9762	7.5	8.999997	0.7515	10	1.090647	0	3	2.2
231	37	0	12	11	121	19800	7	1984	40	12	2332	1	4.8885	4.2339	5	11.39994	0.6915	10	1.443124	0	1	4.78
232	52	0	8	25	625	12900	7	716	59	7	3482	1	2.4842	3.4916	5	10.40001	0.7215	7	1.25036	0	0	2.2
233	30	0	12	11	121	26080	12	1410	30	14	2106	1	8.547	4.9645	7.5	19.08006	0.6215	12	1.602313	1	0	1.28
234	31	1	13	2	4	13066	7	1300	32	12	1160	1	6.6379	2.7692	11	9.46604	0.7515	17	1.018559	0	1	0
235	38	0	12	19	361	12500	7	1640	46	12	2040	1	3.1863	3.6585	7.5	6.50006	0.7215	7	1.297053	0	1	3.25
236	43	1	12	7	49	35600	7	1202	48	16	2856	1	4.5466	5.3935	9	29.11701	0.5815	7	1.685194	0	3	0
237	49	1	8	2	4	19424	7	489	51	8	950	1	12.789	0.6564	5	19.10302	0.7515	7	-0.4209849	0	1	2.29
238	55	1	12	20	400	26250	7	2076	58	10	2068	1	6.528	4.7688	5	16.34997	0.6615	7	1.562095	0	0	4.68
239	38	1	17	10	100	36525	14	526	42	17	1896	1	16.403	8.5551	9.5	32.02502	0.5515	12	2.146528	0	2	4.2
240	52	1	17	19	361	34700	17	1721	56	16	2000	1	7	10.459	14	16.70006	0.61	14	2.347463	0	0	9.5
241	48	1	12	17	289	8311	7	1327	51	11	288	1	13.542	2.6375	11	4.811038	0.7515	7	0.9698315	0	0	2.57
242	32	1	13	12	144	28626	10	584	33	12	2160	1	6.713	6.8493	11	24.62601	0.6915	12	1.924146	0	2	4.32
243	32	1	12	11	121	24400	7	1376	33	17	3120	1	5.4487	5.0872	5	17.40001	0.6615	7	1.626728	0	1	5
244	38	1	12	6	36	14025	7	1040	41	17	1944	1	6.6872	0.9615	7.5	13.02504	0.7215	7	-0.0392607	0	2	0
245	46	1	12	10	100	21367	12	548	47	12	2046	1	9.0943	4.3066	14	19.00698	0.6915	16	1.460149	0	3	3.69
246	40	0	12	4	16	14136	7	15	42	9	2005	1	6.5337	7.0667	7.5	14.03	0.7515	7	1.955394	0	3	0
247	31	1	9	2	4	19900	7	1980	36	10	2070	1	4.686	2.5253	5	14.89991	0.7515	10	0.9263599	0	4	2.56
248	43	1	10	13	169	37000	9	1520	50	12	3000	1	8	7.8947	9.5	25.00006	0.5215	12	2.066192	0	1	5
249	51	0	12	21	441	18500	7	1880	51	12	2640	1	4.053	4.1489	7.5	10.70007	0.6915	7	1.422843	0	0	3.9
250	30	1	16	9	81	34550	14	1260	34	17	2450	1	8.1633	8.1746	5	24.25	0.5515	16	2.101032	1	0	8.17
251	52	1	13	4	16	49620	7	1092	53	15	1000	1	16.5	9.5971	11	39.13997	0.4615	10	2.261461	0	0	0
252	30	0	8	2	4	10400	3	1587	33	8	2080	1	3.4615	2.0164	7.5	7.199973	0.7815	3	0.7013138	1	5	2.3
253	51	1	16	19	361	33000	16	156	51	16	2413	1	11.361	7.6218	11	31.811	0.5515	16	2.031013	0	0	0
254	31	1	13	4	16	16200	3	1939	31	12	2570	1	3.8911	3.1975	7.5	10.00005	0.7215	7	1.162369	0	2	3.43
255	34	1	12	9	81	22660	16	1250	52	12	2030	1	9.6059	1.6	7.5	20.66	0.6915	12	0.4700036	0	4	1.36
256	49	1	11	14	196	16000	7	610	59	17	4684	1	2.6687	4.0984	7.5	13.49998	0.7215	7	1.410597	0	0	4
257	35	1	13	6	36	25780	16	270	41	17	2802	1	8.8865	1.4815	9.5	25.38	0.6615	7	0.3930551	1	3	5
258	53	1	12	24	576	20675	12	660	59	12	2090	1	6.3636	3.6364	7.5	18.27498	0.7215	7	1.290994	1	0	3.15
259	32	0	12	1	1	40213	7	1000	46	16	2053	1	17.728	1	11	39.213	0.5515	12	0	0	3	0
260	38	1	10	13	169	15500	7	1920	42	10	1984	1	5.2923	2.6042	7.5	10.49994	0.7215	12	0.9571255	0	3	2.93
261	54	1	12	3	9	35207	12	200	54	16	2040	1	15.686	1.75	9.5	34.857	0.5815	7	0.5596158	0	0	0
262	47	1	17	10	100	35702	12	1500	58	8	2794	1	5.2423	4.8	11	28.502	0.5515	10	1.568616	0	1	3.6
263	45	1	15	16	256	17800	12	868	47	14	3290	1	3.0395	5.53	9.5	12.99996	0.7215	14	1.710188	0	1	6
264	47	1	16	9	81	50900	16	2318	46	16	1911	1	16.745	4.0984	5	41.39991	0.4915	16	1.410597	0	1	4.2
265	59	0	10	19	361	17280	7	2000	60	12	2000	1	3.75	1.25	5	14.78	0.6915	7	0.2231435	0	0	0
266	32	1	11	4	16	15150	9	60	31	12	2580	1	5.814	1.6667	5	15.05	0.7215	10	0.5108456	0	1	0
267	45	1	12	10	100	36200	7	1715	49	17	2400	1	10.833	3.7901	7.5	29.69998	0.5815	7	1.332392	0	1	3.38
268	40	1	12	5	25	17465	12	550	47	12	1740	1	9.0029	2.3636	5	16.16502	0.7215	14	0.8601859	0	4	2.26
269	47	1	14	7	49	45205	12	1960	50	12	2500	1	6.54	10.204	3	25.20516	0.61	14	2.32278	0	2	0
270	36	0	16	3	9	14500	10	44	37	17	1840	1	5.9783	6.8182	5	14.2	0.7515	12	1.919595	1	2	1.36
271	56	0	14	38	1444	32011	7	1920	56	14	2036	1	8.6248	7.2146	7.5	18.15897	0.5815	7	1.976107	0	0	6.92
272	41	0	8	16	256	35200	12	2540	43	11	3536	1	4.8329	2.4484	9.5	28.98106	0.6215	7	0.8954347	0	1	0
273	48	0	7	13	169	13579	7	156	51	11	880	1	10.909	1.1987	11	13.392	0.7515	3	0.1812376	0	3	0
274	36	0	12	1	1	10455	7	780	38	12	2007	1	3.8864	1.641	11	9.17502	0.7515	7	0.4953058	1	2	0
275	41	0	12	7	49	32600	3	3120	44	13	2632	1	8.4574	1.7821	5	27.03985	0.5515	7	0.5777924	0	0	0
276	41	1	14	15	225	19150	10	2040	43	12	2600	1	5	2.9412	11	13.14995	0.6915	7	1.078818	0	0	2.8
277	36	1	12	10	100	24400	17	1610	36	13	2156	1	7.4212	4.9689	9.5	16.40007	0.6615	12	1.603199	0	3	4.25
278	37	0	12	2	4	21700	7	215	41	12	3625	1	4.4938	1.8605	3	21.29999	0.6915	10	0.6208453	0	3	0
279	38	1	12	19	361	26201	3	1120	42	12	2420	1	7.0252	8.0357	9.5	17.20102	0.6215	7	2.083894	0	0	0
280	43	1	14	25	625	11920	3	846	43	9	2080	1	3.2788	3.9716	7.5	8.560026	0.7515	3	1.379169	0	2	4.2
281	54	1	16	25	625	16300	12	3225	59	17	3443	1	1.2861	3.0416	9.5	6.49084	0.7215	12	1.112384	0	0	0
282	38	1	12	7	49	16500	7	1376	41	12	2250	1	5.5556	2.907	5	12.49997	0.7215	7	1.067122	0	1	3.75
283	30	1	12	15	225	30000	7	980	34	16	2535	1	7.4951	3.0612	11	27.00002	0.5815	12	1.118807	1	0	3.6
284	49	1	12	11	121	62500	7	1838	48	15	2352	1	22.109	4.8966	9.5	53.50005	0.4415	7	1.588541	0	0	5
285	45	1	13	25	625	58500	10	1494	49	6	3036	1	9.058	4.0161	9.5	52.49995	0.4415	10	1.390311	0	1	2.5
286	51	1	13	19	361	40900	7	450	57	14	2600	1	11.538	5.5556	9.5	38.39998	0.5215	7	1.714806	0	0	3.5
287	34	1	10	4	16	16308	10	1976	39	7	2223	1	6.0468	1.2227	7.5	13.89194	0.6915	0	0.2010615	0	0	2.45
288	34	1	12	14	196	9300	7	2012	34	10	2666	1	1.3653	2.6839	7.5	3.899993	0.7515	7	0.987271	0	2	3.61
289	41	1	12	19	361	35700	9	561	41	17	2006	1	16.55	2.6738	7.5	34.2	0.5515	10	0.9835007	0	1	3.25
290	49	1	12	18	324	35700	9	1715	49	17	1710	1	8.7719	9.3294	11	19.70008	0.64	9	2.233171	0	1	7.05
291	32	1	12	14	196	24500	12	1912	46	14	1920	1	9.6354	3.1381	5	18.49995	0.6615	12	1.143618	0	0	3.6
292	32	1	14	11	121	13000	12	3686	39	14	1647	1	6.6788	0.5426	7.5	10.99998	0.7215	12	-0.6113829	0	0	0
293	32	0	17	4	16	52600	12	1080	35	15	3080	1	7.5727	8.6111	5	43.30001	0.4415	12	2.153052	0	2	4.65
294	47	1	10	29	841	25360	7	1799	48	10	1920	1	7.8125	3.6687	7.5	18.76001	0.6615	3	1.299837	0	0	3.25
295	39	0	9	21	441	9400	9	1984	47	4	2420	1	1.9835	2.3185	7.5	4.800096	0.7515	9	0.8409204	0	1	2.3
296	49	1	12	24	576	26800	12	1839	53	15	2205	1	9.5238	2.882	11	21.5	0.6215	12	1.058484	0	0	3.27
297	37	1	12	19	361	33040	7	1579	39	14	3035	1	6.425	3.1666	7.5	28.03994	0.6615	12	1.152658	0	3	0
298	59	1	16	31	961	26350	12	96	60	15	2185	1	10.984	3.6458	7.5	26	0.6215	14	1.293576	0	0	0
299	50	1	12	28	784	39000	7	1920	56	12	1880	1	12.766	6.25	14	27	0.5215	7	1.832582	0	0	5.47
300	32	1	17	15	225	35100	12	1688	33	17	1863	1	9.5545	10.249	9.5	17.79969	0.61	12	2.32718	0	1	9.8
301	46	0	12	27	729	22502	12	1589	48	16	2456	1	5.4967	3.2096	11	17.40195	0.6615	12	1.166146	0	0	5.54
302	43	0	17	13	169	21950	14	345	46	17	1847	1	9.7618	7.6522	14	19.30999	0.6915	12	2.034993	0	2	5
303	37	0	11	4	16	13000	7	1521	42	6	2000	1	5	1.9724	7.5	9.99998	0.7515	7	0.6792511	0	3	2.3
304	32	1	16	10	100	18180	14	1490	35	14	1856	1	5.9995	4.698	9	11.17998	0.7215	12	1.547137	0	2	3.9
305	39	1	11	8	64	20957	10	989	43	14	1880	1	6.9149	2.1234	9	18.85696	0.6915	10	0.7530186	0	1	2.76
306	34	0	13	4	16	13700	12	600	35	12	3020	1	4.9669	2.3333	7.5	12.30002	0.7215	12	0.8472836	0	2	2.9
307	39	1	11	18	324	20000	7	2646	41	8	2646	1	2.3896	2.3896	5	13.67712	0.6915	7	0.871126	0	1	0
308	45	1	8	3	9	12260	7	2149	48	9	1640	1	4.5122	1.2564	5	9.559997	0.7515	7	0.2282505	0	3	2.5
309	50	1	11	11	121	24850	12	320	54	11	1950	1	9.2308	1.0938	7.5	24.49998	0.6615	3	0.0896578	0	0	0
310	40	1	12	8	64	29150	7	1600	39	12	1920	1	11.458	3.75	7.5	23.15	0.5815	12	1.321756	0	1	3.3
311	30	1	10	10	100	23591	7	2419	34	12	2025	1	7.6993	3.3072	11	15.59088	0.6615	7	1.196102	0	1	3.9
312	57	1	17	33	1089	24717	12	2005	56	17	2470	1	4.183	5.1352	11	14.42092	0.6615	16	1.636119	0	0	5.25
313	39	1	12	19	361	30455	12	1960	43	12	1800	1	8.3333	6.6327	9	17.45491	0.6215	12	1.892012	0	1	3.6
314	53	1	12	35	1225	19600	12	2147	56	8	1920	1	5.1042	4.5645	7.5	9.800019	0.6915	12	1.518309	0	0	4.9
315	48	1	17	21	441	31875	12	1207	53	17	2039	1	8.2271	11.848	5	17.57446	0.64	7	2.472159	0	1	7.15
316	46	0	14	7	49	24055	14	2000	48	16	2570	1	5.6634	3.75	7.5	16.555	0.6615	14	1.321756	0	1	3.75
317	47	0	12	18	324	18795	10	1260	54	12	1914	1	5.222	4.3651	7.5	13.29497	0.7215	7	1.473641	0	0	4.35
318	43	0	12	4	16	12198	7	90	47	10	1516	1	7.19	3.9333	7.5	11.844	0.7515	7	1.369479	0	1	4
319	47	1	12	12	144	52645	7	1800	47	16	2520	1	13.907	3.3333	7.5	46.64506	0.4915	12	1.203963	0	0	3.25
320	47	0	12	16	256	16600	7	573	48	12	2327	1	6.0163	3.3159	14	14.69999	0.7215	10	1.198729	0	1	2.2
321	47	1	12	14	196	32590	7	1825	50	12	2188	1	7.6782	3.5616	7.5	26.09008	0.6215	7	1.27021	0	0	3
322	46	1	12	3	9	10020	7	75	48	12	1864	1	5.3112	1.6	7.5	9.9	0.7515	3	0.4700036	0	0	0
323	34	0	9	1	1	12048	7	1348	33	10	2183	1	4.1228	2.2255	11	9.048026	0.7515	7	0.7999817	0	4	2.3
324	48	0	10	27	729	39750	7	1880	55	12	1920	1	7.8125	4.7872	11	30.75006	0.6215	7	1.565946	0	0	4.25
325	30	1	12	12	144	15700	7	1240	31	12	1824	1	4.6053	5.8065	7.5	8.49994	0.7215	10	1.758978	0	1	6.9
326	51	0	12	6	36	24250	7	848	54	12	2878	1	3.9746	2.3585	3	22.24999	0.6615	7	0.8580258	0	1	2.3
327	52	1	12	9	81	43210	12	150	54	16	2390	1	15.063	2	14	42.91	0.5215	7	0.6931472	0	5	0
328	37	0	12	2	4	37100	12	2000	39	13	3120	1	4.5064	1.9	5	33.3	0.6215	12	0.6418539	0	2	1.85
329	32	0	12	6	36	23820	7	1952	33	12	2040	1	5.8824	5.123	5	13.8199	0.6615	12	1.63374	0	2	3.25
330	36	1	17	9	81	31600	14	1456	35	15	2151	1	10.228	5.4945	5	23.60001	0.5815	12	1.703748	0	2	6.04
331	35	1	12	16	256	24000	10	1740	37	14	1976	1	6.5789	6.3218	7.5	13.00007	0.6615	10	1.844004	0	2	5.5
332	45	0	17	22	484	30750	12	1400	51	16	2286	1	8.8145	7.1429	5	20.74994	0.5815	14	1.966119	0	0	7.14
333	56	0	12	26	676	11050	7	2000	60	10	2032	1	2.9528	2.375	14	6.3	0.7515	7	0.8649974	0	0	2.7
334	40	0	10	11	121	12239	7	1750	45	4	1680	1	4.5173	2.5429	14	7.788925	0.7515	7	0.9333052	0	2	2.74
335	45	1	12	11	121	12870	12	1101	49	14	1560	1	5.1282	2.1798	7.5	10.47004	0.7515	14	0.7792332	1	2	2.3
336	32	0	12	15	225	17200	7	2000	30	12	2895	1	4.1451	2.6	7.5	12	0.7215	10	0.9555114	0	2	2.5
337	45	0	12	13	169	23980	10	1877	50	8	1820	1	8.7912	3.7294	7.5	16.97992	0.6615	10	1.316247	0	0	3.6
338	40	1	12	6	36	18600	12	160	44	12	2450	1	7.3061	4.375	14	17.9	0.6915	7	1.475906	0	2	1.85
339	38	1	12	20	400	23920	10	1886	42	8	1748	1	6.0069	4.4433	9.5	15.53994	0.6915	7	1.491397	0	1	4
340	49	1	12	17	289	16084	7	1446	45	12	1020	1	8.3333	4.2877	14	9.883986	0.7515	7	1.45575	0	4	4.4
341	47	1	16	8	64	31100	14	1500	49	17	2342	1	11.529	1.6667	11	28.59995	0.5815	14	0.5108456	0	1	1.5
342	52	1	13	13	169	20460	7	860	53	12	2250	1	6.6667	3.2558	11	17.66001	0.6615	7	1.180438	0	0	5.83
343	34	1	13	15	225	36000	12	1848	40	16	2880	1	8.6806	5.4113	7.5	25.99992	0.5515	12	1.688489	0	1	6
344	44	0	12	14	196	17302	12	1678	46	12	2032	1	3.468	2.205	3	13.60201	0.7215	14	0.7907275	0	2	2.3
345	36	0	16	14	196	16450	7	160	42	16	3120	1	3.0321	4.0625	3	15.8	0.7215	14	1.401799	0	3	0
346	50	1	17	6	36	41170	16	108	57	16	1760	1	13.807	0.6482	9.5	41.09999	0.5815	14	-0.433556	0	0	0
347	45	1	12	24	576	20130	0	1738	47	12	1725	1	6.2174	5.3826	7.5	10.77504	0.6615	0	1.683172	0	0	6.18
348	44	1	14	10	100	9200	12	1170	46	13	2080	1	4.2308	0.1709	9.5	9.000047	0.7515	16	-1.766677	0	2	0
349	57	1	12	2	4	24751	7	15	57	10	2040	1	11.47	23.467	11	24.39899	0.6615	7	3.155595	0	2	0
350	35	1	17	9	81	57300	17	2088	42	17	2940	1	12.245	9.5785	9.5	37.30009	0.5	12	2.259521	0	0	9.98
351	46	1	12	23	529	37200	7	2490	52	12	2280	1	9.2105	3.6948	7.5	27.99995	0.5815	7	1.306926	0	0	3.77
352	30	1	14	12	144	14000	12	135	35	16	2164	1	6.3309	2.2222	14	13.7	0.7215	10	0.7984977	2	1	0
353	42	0	12	8	64	20610	3	1944	44	12	1999	1	7.8039	1.749	14	17.20994	0.6915	7	0.5590442	0	3	2.3
354	34	1	12	16	256	14800	7	690	36	13	1824	1	7.6754	1.1594	7.5	14.00001	0.7215	10	0.1479026	0	1	2.25
355	45	1	17	10	100	40005	14	608	47	16	2182	1	15.582	6.9901	14	35.75502	0.5515	10	1.944495	0	2	3
356	35	1	16	7	49	23750	7	63	37	16	2385	1	9.6436	3.9683	14	23.5	0.6615	14	1.378338	1	2	0
357	40	1	16	19	361	35300	12	154	44	17	2460	1	12.886	21.429	14	31.99993	0.5515	7	3.064745	0	0	8.13
358	32	1	12	2	4	17350	12	420	35	16	2595	1	6.5511	0.4762	7.5	17.15	0.6915	12	-0.7419173	0	1	2.85
359	54	1	9	9	81	21650	7	651	57	10	2400	1	8.25	2.1505	7.5	20.25002	0.6615	7	0.7657004	0	0	1.44
360	38	0	12	14	196	6740	7	675	42	8	3120	1	1.3792	1.8578	14	5.485985	0.7915	7	0.619393	0	3	2.2
361	43	1	12	9	81	32275	14	1663	42	12	2850	1	5.2632	4.3295	5	25.07504	0.6915	12	1.465452	0	3	3.6
362	54	1	16	16	256	33220	7	1680	60	12	760	1	10.526	8.9286	9.5	18.21995	0.72	14	2.18926	0	0	7
363	39	1	14	7	49	26500	12	180	37	17	2500	1	10	2.7778	7.5	26	0.6215	12	1.021659	0	3	4
364	37	1	12	6	36	38700	12	1581	39	14	2630	1	12.548	2.6565	5	34.50007	0.5215	7	0.9770095	0	1	3.25
365	46	1	12	22	484	15400	7	1200	48	8	2597	1	4.6207	2.5	5	12.4	0.7215	7	0.9162908	0	2	3.08
366	56	0	11	9	81	19007	7	450	60	11	2760	1	1.854	18.267	3	10.78685	0.6915	7	2.905096	0	0	0
367	41	0	12	9	81	16771	7	547	44	8	2070	1	7.4266	0.819	7.5	16.32301	0.7215	12	-0.1996712	0	3	2
368	45	1	16	14	196	31100	7	300	48	16	2256	1	13.298	2	11	30.5	0.5815	16	0.6931472	0	1	0
369	44	1	17	17	289	66300	3	975	47	16	1505	1	26.578	15.385	7.5	51.29963	0.5	3	2.733393	0	1	8.5
370	50	0	17	12	144	43550	12	1621	52	17	2364	1	13.959	6.4775	5	33.04997	0.4915	16	1.868335	0	1	0
371	37	0	14	13	169	37250	7	300	38	14	2895	1	13.126	8.3333	11	34.75001	0.6215	7	2.12026	0	5	3.5
372	44	0	12	8	64	24900	7	1868	46	12	2041	1	7.8883	4.5503	14	16.40004	0.6615	16	1.515193	0	1	4.25
373	32	1	14	10	100	24200	14	1803	34	17	2195	1	8.656	2.4958	9.5	19.70007	0.6615	7	0.9146093	0	2	1.9
374	34	0	12	16	256	16200	10	2143	40	12	1935	1	3.4109	4.4797	14	6.600003	0.7215	10	1.499556	1	1	4.8
375	32	0	10	1	1	11431	10	1080	35	10	1950	1	4.6256	2.2324	7.5	9.020008	0.7515	10	0.8030772	0	2	2.3
376	37	0	12	6	36	13200	10	1352	38	14	2375	1	4.2105	2.071	11	10.40001	0.7515	10	0.7280316	0	3	1.8
377	44	1	13	4	16	15420	10	537	55	8	1920	1	4.2708	1.676	9	14.51999	0.7715	10	0.51641	0	1	0
378	34	0	16	8	64	18400	12	352	33	12	3300	1	3.3424	3.4091	14	17.2	0.6915	12	1.226448	0	2	0
379	33	1	12	4	16	43500	3	200	33	16	3680	1	8.6359	2.5	5	43	0.4915	10	0.9162908	1	3	8
380	43	1	7	15	225	21972	7	2045	43	12	1968	1	6.7581	3.9609	7.5	13.87196	0.6915	7	1.376471	0	3	4.07
381	35	0	16	7	49	7774	16	1253	33	10	2504	1	0.5843	6.2275	11	-0.0290575	0.7715	16	1.828975	0	2	3.97
382	43	0	14	14	196	24470	7	1960	45	14	2000	1	5.335	3.9286	7.5	16.76994	0.6915	7	1.368283	0	1	3.85
383	34	0	12	16	256	13600	7	2000	37	12	1656	1	4.7101	2.9	7.5	7.8	0.7215	7	1.064711	0	0	2.5
384	36	0	10	15	225	22500	0	1960	39	7	1968	1	4.9797	4.0816	7.5	14.50006	0.7215	7	1.406489	0	3	4.55
385	41	0	12	23	529	13600	7	2000	41	12	2016	1	2.9762	2.85	14	7.9	0.7215	7	1.047319	0	2	4.2
386	41	0	16	19	361	90800	7	1568	44	17	2602	1	12.744	7.0153	7.5	79.80001	0.4415	7	1.948093	0	0	6.31
387	35	0	10	4	16	10776	10	1225	43	9	1560	1	3.8462	2.9388	7.5	7.17597	0.7515	10	1.078001	0	3	2.4
388	32	1	12	12	144	19007	7	780	37	10	1827	1	7.2233	1.9231	5	17.50698	0.7515	10	0.6539385	1	3	3.25
389	30	1	14	12	144	23900	12	480	34	14	2080	1	8.8077	6.875	14	20.6	0.6615	12	1.927892	0	0	0
390	43	1	12	25	625	26060	7	1923	47	12	3390	1	5.3864	3.9002	7.5	18.55992	0.6215	7	1.361028	0	0	4.74
391	54	0	6	14	196	13300	7	2000	57	6	2524	1	3.6846	2	7.5	9.3	0.7215	7	0.6931472	0	0	0
392	35	0	15	14	196	15620	7	2110	34	12	2777	1	1.8437	4.9763	7.5	5.120008	0.7215	7	1.604687	0	2	4.37
393	50	0	12	11	121	16500	7	1664	54	13	3120	1	1.3013	1.2019	7.5	14.50004	0.7215	7	0.1839036	0	0	5
394	34	1	17	7	49	20880	16	48	36	17	2700	1	7.2222	22.5	5	19.8	0.6915	14	3.113515	1	1	0
395	52	1	14	18	324	30600	12	1791	57	12	1904	1	7.3529	6.8677	9.5	18.29995	0.6615	14	1.926829	0	0	6.18
396	35	1	13	4	16	39000	10	1404	38	14	2360	1	11.864	3.5613	9	33.99994	0.6215	7	1.270126	0	3	5.3
397	55	0	6	37	1369	15428	7	1920	58	8	1960	1	5.3327	1.9792	7.5	11.62794	0.7215	7	0.6826927	0	0	2.58
398	35	0	16	13	169	23300	7	2141	42	16	2000	1	5.5	5.3713	7.5	11.80005	0.6615	7	1.68107	0	0	6
399	49	1	14	14	196	42100	16	1720	45	16	2600	1	7.2308	1.7442	9.5	39.09998	0.5215	16	0.556296	0	1	0
400	38	1	15	17	289	36430	7	3533	38	9	2000	1	7	5.0948	9.5	18.43007	0.64	12	1.62822	2	2	8.5
401	42	1	14	5	25	26000	7	2000	45	14	2218	1	7.2137	2.5	9.5	21	0.6915	7	0.9162908	0	2	0
402	48	0	8	2	4	62060	7	800	52	5	2000	1	4.5	3.825	7.5	59	0.7515	7	1.341558	0	1	2.3
403	51	1	14	0	0	28300	12	3000	53	16	2595	1	8.8632	1	9.5	25.3	0.6215	12	0	0	0	0
404	43	1	12	3	9	24149	10	293	47	12	2400	1	9.3333	3.0717	7.5	23.24899	0.6615	12	1.122231	0	2	4
405	43	1	12	21	441	28141	10	1872	48	12	2856	1	3.8263	1.7163	7.5	24.92809	0.6615	12	0.5401708	0	1	0
406	38	1	12	20	400	23057	10	2058	38	14	2601	1	5.4448	4.0209	7.5	14.78199	0.6615	10	1.391506	0	1	4
407	44	1	12	19	361	28900	7	1832	48	9	2054	1	8.7634	5.4585	7.5	18.90003	0.6215	3	1.697174	0	1	4.95
408	36	1	12	4	16	24000	10	120	35	12	2500	1	8.4	25	9.5	21	0.6615	12	3.218876	1	3	9.98
409	38	0	12	19	361	13900	12	1632	31	12	1960	1	5.102	2.3897	7.5	10.00001	0.7215	12	0.8711678	0	0	2.3
410	47	1	8	11	121	31810	12	778	51	8	2058	1	7.4101	3.2134	5	29.30997	0.6915	12	1.16733	0	0	7.25
411	34	0	12	14	196	19840	7	1984	49	10	2410	1	5.3527	3.377	7.5	13.14003	0.6915	7	1.216988	0	2	3.14
412	40	1	17	8	64	25490	17	225	38	17	1278	1	19.562	1.7778	14	25.08999	0.6615	16	0.5753766	1	2	0
413	31	0	12	13	169	20800	12	1960	35	12	2875	1	5.0783	3.1633	7.5	14.59993	0.6915	12	1.151616	0	1	3.18
414	46	1	12	24	576	2400	16	444	49	12	2340	1	0.5128	2.7027	7.5	1.200001	0.8015	10	0.9942513	0	0	0
415	36	1	14	1	1	32650	10	384	43	17	3060	1	5.402	1.6927	14	32	0.5815	10	0.5263249	0	3	0
416	39	1	13	1	1	16370	16	1170	47	12	1920	1	7.8646	0.2137	11	16.11997	0.7215	12	-1.543182	1	2	0
417	36	0	17	3	9	35500	7	1330	38	12	3390	1	6.0531	6.7669	14	26.50002	0.5515	7	1.912043	0	2	4.5
418	37	0	8	4	16	15100	7	1350	41	12	2400	1	5	1.7407	3	12.75006	0.7515	7	0.5542873	0	4	2.1
419	39	0	12	21	441	14100	9	480	40	11	1640	1	7.6829	2.5	3	12.9	0.7515	7	0.9162908	0	4	0
420	36	0	11	10	100	19600	3	1984	38	8	1656	1	6.0386	4.4859	14	10.69998	0.7215	7	1.500939	1	3	3.26
421	49	1	12	13	169	19434	7	1944	53	16	1920	1	5.851	2.572	5	14.43403	0.7215	7	0.9446838	0	2	2.7
422	45	1	12	9	81	23882	7	50	46	10	1780	1	6.7416	3.46	9.5	23.709	0.7215	7	1.241269	1	1	5
